OrderID,CustomerID,CustomerName,Age,Gender,City,Product,Category,Quantity,Price,Discount,Sales,Rating,PaymentMethod,OrderDate
13208,1225,Grace,69.0,Male,Boston,Tablet,Office,2,941,15,1599.7,5.0,Credit Card,2023-01-06
12975,1052,David,56.0,Male,Boston,Mouse,Mobile,3,3952,5,11263.2,2.0,Credit Card,2024-05-22
12697,1173,Eva,34.0,Female,San Francisco,Phone,Electronics,3,2393,0,7179.0,3.0,UPI,2024-12-11
11339,1058,David,45.0,Male,Houston,Headphones,Accessories,7,554,15,3296.3,4.0,Credit Card,2024-04-22
13903,1206,David,46.0,Male,Chicago,Headphones,Mobile,4,1021,5,3879.8,2.0,Net Banking,2024-12-13
10912,1156,Charlie,59.0,Female,Seattle,Headphones,Electronics,1,2907,10,2616.3,4.0,Debit Card,2024-07-14
10030,1050,Charlie,35.0,Male,San Francisco,Tablet,Accessories,1,2909,20,2327.2,1.0,Net Banking,2024-05-17
10678,1239,Charlie,18.0,Male,Boston,Laptop,Mobile,5,2994,5,14221.5,3.0,Credit Card,2024-02-06
14502,1287,Frank,65.0,Female,San Francisco,Phone,Mobile,5,2899,20,11596.0,5.0,Credit Card,2023-02-24
13686,1233,David,31.0,Male,Houston,Keyboard,Mobile,4,531,5,2017.8,5.0,Debit Card,2023-08-27
13742,1010,Eva,54.0,Male,Chicago,Keyboard,Mobile,7,1350,10,8505.0,3.0,Net Banking,2023-03-29
11621,1000,Jack,53.0,Male,Dallas,Monitor,Office,5,1953,20,7812.0,3.0,Debit Card,2024-11-20
10423,1042,David,69.0,Female,Seattle,Tablet,Accessories,6,3381,5,19271.7,3.0,Credit Card,2024-06-01
11666,1125,Alice,48.0,Female,San Francisco,Phone,Mobile,6,4345,0,26070.0,4.0,Net Banking,2023-05-21
14990,1032,Alice,47.0,Male,Seattle,Laptop,Accessories,6,2758,0,16548.0,3.0,Credit Card,2023-06-04
12728,1116,Eva,40.0,Female,Boston,Headphones,Electronics,3,2700,20,6480.0,3.0,Net Banking,2023-01-07
13194,1215,Grace,40.0,Female,Houston,Monitor,Electronics,2,240,10,432.0,2.0,Net Banking,2024-12-07
13969,1275,Alice,48.0,Male,Chicago,Mouse,Accessories,6,269,15,1371.9,4.0,Credit Card,2023-07-13
10169,1112,Grace,49.0,Female,Miami,Monitor,Accessories,2,2662,0,5324.0,3.0,UPI,2024-03-15
13835,1121,Bob,69.0,Female,Houston,Phone,Office,3,1350,5,3847.5,,Net Banking,2023-02-18
13482,1178,Eva,24.0,Female,New York,Laptop,Accessories,5,3783,15,16077.75,1.0,Debit Card,2024-09-08
13470,1042,Helen,31.0,Female,Dallas,Laptop,Office,2,352,10,633.6,5.0,Net Banking,2024-04-11
10228,1053,Eva,38.0,Female,Houston,Mouse,Accessories,2,271,0,542.0,3.0,Cash,2023-02-19
12655,1236,Grace,31.0,Female,New York,Phone,Electronics,3,3261,20,7826.4,5.0,Debit Card,2024-05-26
10487,1180,Eva,36.0,Male,New York,Mouse,Mobile,2,3202,20,5123.2,1.0,Cash,2024-11-17
11695,1062,Grace,20.0,Male,,Monitor,Accessories,3,3741,20,8978.4,2.0,Cash,2024-06-08
11201,1006,David,50.0,Female,New York,Headphones,Mobile,5,1221,5,5799.75,5.0,Debit Card,2023-12-28
12686,1107,Helen,53.0,Female,San Francisco,Tablet,Office,2,1433,15,2436.1,2.0,Credit Card,2023-02-16
13173,1118,Alice,30.0,Female,Chicago,Phone,Accessories,7,1671,15,9942.45,5.0,Cash,2023-11-20
10024,1058,Alice,64.0,Male,New York,Keyboard,Electronics,4,2940,5,11172.0,5.0,Net Banking,2024-03-25
13085,1273,Eva,56.0,Male,Seattle,Monitor,Office,7,1276,15,7592.2,4.0,UPI,2024-10-18
13131,1180,David,31.0,Male,Chicago,Monitor,Office,5,1805,15,7671.25,1.0,Debit Card,2024-08-17
12537,1226,Bob,43.0,Female,Seattle,Monitor,Accessories,7,4308,10,27140.4,1.0,Debit Card,2023-08-16
12898,1113,Grace,42.0,Male,Dallas,Headphones,Electronics,5,611,15,2596.75,2.0,UPI,2024-03-15
14841,1170,Frank,48.0,Male,Houston,Printer,Electronics,1,4991,15,4242.35,1.0,UPI,2024-05-01
12094,1276,Frank,,Female,Seattle,Tablet,Accessories,3,4997,0,14991.0,,Cash,2023-02-01
10240,1193,Frank,62.0,Female,Miami,Monitor,Mobile,7,345,20,1932.0,2.0,Credit Card,2023-04-22
13572,1024,Helen,41.0,Female,Chicago,Tablet,Electronics,3,3653,20,8767.2,2.0,Debit Card,2023-10-20
13766,1294,Helen,57.0,Female,San Francisco,Tablet,Office,7,2312,15,13756.4,2.0,Net Banking,2024-10-17
12017,1091,Frank,23.0,Female,Dallas,Keyboard,Electronics,1,3319,15,2821.15,2.0,Debit Card,2024-11-06
14039,1143,Helen,39.0,Female,Boston,Headphones,Mobile,4,3072,15,10444.8,,Cash,2024-08-06
10298,1279,Frank,22.0,Male,Dallas,Tablet,Electronics,6,3981,0,23886.0,5.0,Cash,2024-05-05
10249,1194,David,57.0,Female,Chicago,Headphones,Mobile,5,4364,5,20729.0,1.0,Cash,2023-01-28
12136,1152,Ivy,56.0,Female,Houston,Mouse,Mobile,6,2855,0,17130.0,5.0,Net Banking,2024-04-06
10374,1191,Bob,21.0,Male,Boston,Monitor,Office,3,2786,10,7522.2,5.0,Credit Card,2023-04-16
10882,1197,Alice,46.0,Male,Boston,Monitor,Electronics,3,1202,0,3606.0,2.0,Cash,2024-06-14
12308,1089,Frank,21.0,Male,Chicago,Phone,Mobile,6,3465,15,17671.5,1.0,Debit Card,2024-09-23
13888,1223,Alice,37.0,Female,Chicago,Printer,Accessories,1,1399,5,1329.05,4.0,Cash,2023-05-28
14504,1145,Alice,67.0,Male,Seattle,Headphones,Mobile,1,118,5,112.1,5.0,Cash,2024-02-27
12992,1051,David,21.0,Female,Houston,Headphones,Accessories,4,4908,5,18650.4,2.0,Debit Card,2023-06-30
10725,1179,David,40.0,Male,Houston,Tablet,Mobile,6,1539,0,9234.0,5.0,Cash,2024-03-09
12221,1210,Charlie,56.0,Male,Chicago,Monitor,Electronics,7,3680,10,23184.0,3.0,Debit Card,2023-09-21
12218,1242,Grace,27.0,Male,Chicago,Mouse,Mobile,5,4886,5,23208.5,3.0,Debit Card,2023-09-12
11469,1071,Ivy,33.0,Male,New York,Keyboard,Electronics,7,4676,15,27822.2,5.0,Debit Card,2024-08-21
11593,1292,Grace,57.0,Female,Dallas,Phone,Electronics,3,3026,5,8624.1,2.0,UPI,2023-06-27
13952,1206,David,28.0,Female,Dallas,Mouse,Office,4,4866,5,18490.8,2.0,Credit Card,2023-11-24
12446,1209,Helen,28.0,Male,Boston,Tablet,Accessories,4,824,5,3131.2,1.0,Debit Card,2024-04-12
13092,1251,Frank,42.0,Male,Chicago,Headphones,Accessories,3,4929,15,12568.95,5.0,Net Banking,2024-05-13
10928,1133,Frank,63.0,Male,Seattle,Phone,Electronics,4,1296,0,5184.0,1.0,Net Banking,2024-10-27
14580,1129,Jack,41.0,Male,Dallas,Laptop,Electronics,2,3605,0,7210.0,5.0,Debit Card,2024-06-11
14653,1105,Grace,34.0,Female,Boston,Laptop,Electronics,5,159,20,636.0,1.0,Debit Card,2023-11-16
10600,1145,Bob,67.0,Female,Boston,Headphones,Office,2,2096,15,3563.2,1.0,UPI,2024-06-27
11393,1191,Charlie,65.0,Female,Seattle,Printer,Electronics,6,3095,5,17641.5,1.0,Debit Card,2024-11-21
12228,1023,Charlie,34.0,Female,Miami,Keyboard,Mobile,7,3763,15,22389.85,4.0,Credit Card,2023-10-02
14177,1005,Grace,51.0,Male,Chicago,Tablet,Accessories,1,4082,20,3265.6,4.0,UPI,2023-05-04
11610,1194,Alice,21.0,Female,Chicago,Printer,Office,3,4066,5,11588.1,4.0,Cash,2024-11-04
14291,1057,David,62.0,Male,Miami,Headphones,Electronics,7,1437,20,8047.2,5.0,UPI,2023-05-28
12877,1191,Jack,39.0,Male,Chicago,Monitor,Electronics,5,3425,20,13700.0,3.0,Net Banking,2023-01-11
13289,1009,David,30.0,Male,Chicago,Phone,Mobile,2,2992,20,4787.2,4.0,Debit Card,2023-03-20
12143,1173,Alice,67.0,Male,Miami,Mouse,Office,2,4280,20,6848.0,,Debit Card,2024-08-03
10472,1264,Helen,58.0,Female,Boston,Mouse,Accessories,4,340,0,1360.0,4.0,Credit Card,2023-05-03
11245,1064,David,28.0,Female,New York,Monitor,Electronics,5,4611,20,18444.0,3.0,UPI,2023-08-14
13691,1051,Frank,44.0,Male,Boston,Headphones,Accessories,4,4024,5,15291.2,4.0,Cash,2023-04-14
14222,1093,Jack,31.0,Female,Chicago,Mouse,Office,2,1802,10,3243.6,2.0,Credit Card,2024-12-26
11074,1058,Eva,60.0,Female,Chicago,Laptop,Electronics,4,425,15,1445.0,1.0,Cash,2023-11-02
11045,1006,Frank,65.0,Male,Boston,Phone,Office,4,1536,10,5529.6,1.0,Debit Card,2023-01-19
11715,1212,Alice,40.0,Female,San Francisco,Phone,Electronics,1,2311,5,2195.45,1.0,Cash,2024-08-09
14041,1006,Jack,,Female,Dallas,Printer,Office,3,2145,5,6113.25,3.0,Debit Card,2023-12-25
14779,1097,Alice,63.0,Female,Boston,Headphones,Accessories,1,2094,0,2094.0,2.0,Cash,2024-06-25
11035,1263,Grace,61.0,Male,Miami,Keyboard,Mobile,6,3954,0,23724.0,1.0,Net Banking,2024-09-25
14418,1140,Alice,29.0,Female,Boston,Phone,Electronics,7,1664,0,11648.0,2.0,Credit Card,2023-08-23
11753,1274,Eva,28.0,Male,Houston,Mouse,Accessories,6,1771,5,10094.7,4.0,Debit Card,2024-08-13
13650,1106,Ivy,40.0,Male,Dallas,Phone,Mobile,5,142,15,603.5,4.0,Credit Card,2024-08-11
14809,1074,Eva,69.0,Male,Boston,Monitor,Office,2,1490,15,2533.0,2.0,Debit Card,2023-01-15
11555,1206,Jack,41.0,Female,New York,Mouse,Office,1,4368,0,4368.0,2.0,Net Banking,2024-01-28
14196,1126,David,30.0,Male,Seattle,Headphones,Mobile,3,1846,0,5538.0,1.0,Credit Card,2023-07-26
12987,1022,Grace,55.0,Female,Boston,Monitor,Mobile,3,2931,0,8793.0,3.0,UPI,2024-06-14
12722,1200,Eva,57.0,Male,Houston,Headphones,Electronics,5,2290,15,9732.5,4.0,Credit Card,2023-04-13
10830,1260,Ivy,59.0,Male,Boston,Phone,Office,2,4576,15,7779.2,2.0,Cash,2023-04-27
11096,1292,Alice,32.0,Female,New York,Laptop,Accessories,6,3106,0,18636.0,4.0,Debit Card,2023-10-21
10427,1094,Grace,19.0,Male,Seattle,Laptop,Mobile,4,1965,10,7074.0,2.0,Cash,2023-05-06
12146,1031,Alice,65.0,Female,Seattle,Keyboard,Accessories,4,3019,5,11472.2,5.0,Cash,2023-08-22
13136,1232,Alice,44.0,Male,Seattle,Phone,Electronics,5,1291,5,6132.25,4.0,Credit Card,2024-01-31
14161,1186,Eva,51.0,Male,Seattle,Monitor,Office,7,2823,20,15808.8,1.0,Cash,2024-08-13
14065,1272,David,43.0,Female,San Francisco,Phone,Office,4,3558,20,11385.6,3.0,UPI,2024-08-13
14343,1065,Jack,,Male,New York,Mouse,Office,7,4997,0,34979.0,5.0,UPI,2024-09-16
14952,1046,Grace,32.0,Female,San Francisco,Keyboard,Office,7,4040,20,22624.0,1.0,Cash,2023-05-18
13581,1236,Frank,60.0,Male,San Francisco,Keyboard,Mobile,2,4904,10,8827.2,4.0,Net Banking,2023-02-12
14231,1200,Eva,18.0,Male,New York,Headphones,Office,3,1185,5,3377.25,3.0,Credit Card,2023-03-05
12663,1089,Jack,32.0,Male,Miami,Keyboard,Accessories,2,4599,20,7358.4,3.0,UPI,2024-01-31
12706,1146,David,32.0,Male,Chicago,Tablet,Office,3,3587,15,9146.85,5.0,Net Banking,2023-07-25
11324,1113,Ivy,28.0,Male,Seattle,Laptop,Mobile,2,2571,20,4113.6,3.0,UPI,2023-06-17
14130,1270,Alice,59.0,Female,Miami,Tablet,Accessories,3,2772,10,7484.4,5.0,UPI,2024-06-03
13985,1165,David,24.0,Female,San Francisco,Phone,Electronics,6,1561,10,8429.4,2.0,Credit Card,2023-01-17
14826,1130,Grace,,Male,Miami,Phone,Electronics,1,3828,15,3253.8,5.0,UPI,2023-12-31
14460,1287,Grace,25.0,Female,Houston,Tablet,Mobile,3,947,20,2272.8,5.0,Credit Card,2024-10-04
12884,1174,David,27.0,Female,San Francisco,Laptop,Office,5,4420,0,22100.0,2.0,Net Banking,2024-12-18
12118,1189,Frank,57.0,Female,Boston,Mouse,Mobile,2,4898,20,7836.8,2.0,Net Banking,2023-06-21
10654,1225,Frank,20.0,Female,New York,Keyboard,Mobile,5,3576,20,14304.0,4.0,Credit Card,2023-03-06
14437,1216,Charlie,48.0,Male,Seattle,Laptop,Mobile,7,1712,20,9587.2,2.0,Cash,2024-11-02
11019,1161,David,33.0,Male,San Francisco,Laptop,Electronics,2,2770,10,4986.0,4.0,Credit Card,2023-09-24
10089,1200,Jack,35.0,Male,New York,Monitor,Mobile,3,1961,20,4706.4,2.0,Net Banking,2024-02-29
11130,1295,Ivy,53.0,Male,Houston,Mouse,Office,3,3018,5,8601.3,5.0,Net Banking,2023-08-14
11442,1059,Alice,26.0,Male,Miami,Printer,Office,5,2949,0,14745.0,1.0,Cash,2024-06-13
10009,1214,Helen,19.0,Female,Houston,Keyboard,Mobile,6,1892,15,9649.2,2.0,UPI,2024-11-13
11887,1105,Frank,55.0,Male,Seattle,Keyboard,Office,1,2987,0,2987.0,1.0,Credit Card,2023-07-19
11663,1177,David,50.0,Male,Houston,Monitor,Office,5,199,15,845.75,4.0,Credit Card,2023-10-23
13911,1021,Helen,33.0,Male,Dallas,Keyboard,Office,2,4411,15,7498.7,3.0,Credit Card,2023-12-18
10682,1182,Jack,69.0,Female,Houston,Monitor,Electronics,2,1555,0,3110.0,3.0,Debit Card,2024-02-02
13774,1102,Frank,41.0,Male,Dallas,Keyboard,Accessories,1,3134,0,3134.0,5.0,Credit Card,2023-09-25
13659,1204,Helen,25.0,Female,New York,Printer,Electronics,4,2234,5,8489.2,4.0,Net Banking,2023-04-22
10145,1120,Helen,31.0,Female,Boston,Printer,Electronics,7,2653,10,16713.9,4.0,Debit Card,2024-01-02
10995,1140,Jack,48.0,Female,Miami,Monitor,Mobile,4,123,10,442.8,1.0,Net Banking,2023-06-04
13653,1017,Bob,46.0,Female,Seattle,Tablet,Office,1,4383,10,3944.7,2.0,Cash,2023-03-26
11742,1020,Charlie,25.0,Male,Seattle,Headphones,Accessories,1,1308,15,1111.8,4.0,Credit Card,2023-02-21
13341,1132,Eva,21.0,Female,New York,Monitor,Office,4,4044,10,14558.4,5.0,Credit Card,2023-02-12
13836,1106,Jack,39.0,Female,Dallas,Keyboard,Accessories,7,3148,15,18730.6,3.0,Cash,2024-05-01
12742,1278,Eva,36.0,Male,Boston,Tablet,Accessories,3,375,10,1012.5,2.0,Net Banking,2023-01-07
10152,1224,Frank,62.0,Male,Houston,Headphones,Accessories,5,2264,5,10754.0,1.0,Debit Card,2023-04-21
11671,1156,Ivy,66.0,Female,San Francisco,Laptop,Electronics,7,3294,5,21905.1,5.0,Cash,2023-12-21
13918,1177,David,28.0,Male,Seattle,Phone,Office,7,4587,15,27292.65,4.0,Cash,2024-01-24
11832,1262,Jack,26.0,Female,Chicago,Headphones,Office,7,1230,10,7749.0,4.0,Debit Card,2023-05-06
10241,1162,Frank,22.0,Male,Houston,Phone,Mobile,4,3003,20,9609.6,2.0,Credit Card,2024-08-11
10849,1295,Eva,18.0,Female,Miami,Laptop,Electronics,6,2476,10,13370.4,2.0,Debit Card,2024-01-03
12173,1049,Frank,48.0,Male,Seattle,Keyboard,Electronics,6,3552,5,20246.4,5.0,UPI,2024-03-20
11882,1149,David,28.0,Female,New York,Mouse,Accessories,1,3634,15,3088.9,3.0,Net Banking,2024-08-31
10857,1164,Frank,57.0,Male,Miami,Phone,Office,6,3985,10,21519.0,2.0,Credit Card,2024-08-08
13356,1279,Helen,40.0,Female,Boston,Keyboard,Accessories,4,2042,0,8168.0,4.0,Credit Card,2023-11-20
11414,1156,Jack,54.0,Male,,Keyboard,Accessories,2,3662,20,5859.2,3.0,Debit Card,2023-05-27
10965,1089,Ivy,30.0,Female,Houston,Printer,Office,3,2260,0,6780.0,2.0,Debit Card,2023-10-03
11418,1174,Frank,45.0,Female,Miami,Headphones,Mobile,2,3808,10,6854.4,1.0,Credit Card,2024-10-14
12750,1121,Helen,56.0,Female,New York,Printer,Mobile,6,4426,0,26556.0,3.0,Debit Card,2024-04-15
10458,1012,Frank,49.0,Male,Seattle,Headphones,Electronics,7,1793,0,12551.0,2.0,Net Banking,2024-12-08
11104,1164,Jack,30.0,Female,New York,Laptop,Accessories,7,3613,5,24026.45,1.0,UPI,2024-01-17
11437,1273,Charlie,33.0,Male,Seattle,Keyboard,Mobile,3,328,5,934.8,4.0,Debit Card,2024-11-24
